turns,speaker_role,utterance,theme_label,gemma_pred,mistral_pred,utterance_id
t-10/80,Customer,"well, that's why I'm calling. I wanna change my email. Up...",update email,Update Personal Information,Personal Information Update,Banking_a69005d8_100286_1788448-9
t-2/42,Customer,"hi, I called earlier about my checking account count bala...",check account balance,Check Account Balance,Account Inquiries & Disputes,Banking_02be406e_100018_1734467-1
t-2/27,Customer,"Myra, I'm hoping you can help me find out a few things. I...",check account balance,Check Account Balance,Check Account Balance,Banking_bc434a8c_100006_1992040-1
t-2/62,Customer,Yes. I need to speak to someone about a credit card purch...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Account Inquiries & Disputes,Banking_1767dd8c_100211_5323154-1
t-2/84,Customer,Yes. My name is Nat Williams and I got update my address.,update customer address,Update Personal Information,Personal Information Update,Banking_cb5250f2_100280_804259-1
t-2/46,Customer,Hi. Yeah. I I unfortunately need to change my address.,update customer address,Update Personal Information,Personal Information Update,Banking_412242c2_100269_1425178-1
t-3/66,Agent,"Oh, no. I am so sorry to hear that. I can definitely help...",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_e5c51aec_100166_2181211-2
t-2/39,Customer,Yeah my name is Steve Jackson I'm calling to report my ca...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Account Inquiries & Disputes,Banking_b1273233_100191_378816-1
t-2/59,Customer,How may you help me? Do you know how long I've been tryin...,open bank account,Open New Account,"
Online Banking Setup Requests",Banking_a28c5da3_100386_5431965A2-1
t-2/53,Customer,"Yes. My name is Ty Jones, and I'm trying to figure out my...",check account balance,Dispute Transaction,Account Inquiries & Disputes,Banking_e9979afd_100477_804259-1
t-10/53,Customer,"Yes, my checking account. I'm also trying to figure out t...",find atm,Find ATM Location,Find ATM Location,Banking_e9979afd_100477_804259-9
t-2/42,Customer,"Yes, hi. My name is Wu, and I'm calling in. I'm traveling...",find atm,Find ATM Location,Find ATM Location,Banking_23ee0d9e_100469_3665771-1
t-30/42,Customer,"well, that'd be perfect. All right. Yeah. can you go ahea...",request email | request informational/confirmation email,Update Personal Information,Financial Transactions and Bank Services,Banking_23ee0d9e_100469_3665771-29
t-2/40,Customer,yes. This is Dan Thomas. T H O M A S. And I'm looking at ...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_0d02c8e8_100186_2464642-1
t-10/40,Customer,Well I'll be. I can't find it. It's it's not in my wallet...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_0d02c8e8_100186_2464642-9
t-2/44,Customer,yes I'm wanting some information about your savings accou...,check/manage interest rates | inquire about interest rates,Check Account Balance,Check Account Balance,Banking_d0db7bc8_100016_2464642-1
t-4/44,Customer,was thinking about opening a savings account and I was wa...,open bank account,Money Transfer/Account Access,Check Account Balance,Banking_d0db7bc8_100016_2464642-3
t-8/44,Customer,Oh. OK. Well. I think I'll pass on that Can I get you to ...,check account balance,Check Account Balance,Check Account Balance,Banking_d0db7bc8_100016_2464642-7
t-31/44,Customer,Well I might need to order some checks pretty soon.,inquire about checks | order/deposit check,Money Transfer/Account Access,Financial Transactions and Bank Services,Banking_d0db7bc8_100016_2464642-30
t-2/68,Customer,yes. I need to find an ATM close to where I am.,find atm,Find ATM Location,Find ATM Location,Banking_f6bd3926_100475_4276108-1
t-37/68,Customer,OK. I also need to find a branch to actually go into phys...,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_f6bd3926_100475_4276108-36
t-48/61,Customer,perfect. Perfect. Thank you so much. Are you sure that ba...,get transaction history/details | inquire about past transactions,Check Account Balance,Check Account Balance,Banking_476428de_100137_1860723-47
t-16/42,Customer,I've got a checking account and I've got a question about...,check/manage interest rates | inquire about interest rates,Money Transfer/Account Access,Check Account Balance,Banking_39c696e2_100101_2464642-15
t-2/67,Customer,Hi there my name is Robert Meeks. And I'm calling today t...,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_e4fed684_100429_237872-1
t-39/67,Customer,"Well, I don't think. Well, since we're talking, can I go ...",check account balance,Check Account Balance,Check Account Balance,Banking_e4fed684_100429_237872-38
t-2/81,Customer,"Hi, I'm calling cuz I have my credit card stolen.",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Account Inquiries & Disputes,Banking_62fe8c6e_100186_4830424-1
t-3/81,Agent,OK. I can help you with that. So you're you're asking to ...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_62fe8c6e_100186_4830424-2
t-71/81,Customer,Now are you gonna give me a chip card because all the oth...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_62fe8c6e_100186_4830424-70
t-7/35,Agent,"Absolutely Mr. Pearce. Well, I believe we can do a wire t...",make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_664ef010_100340_2464642-6
t-51/78,Customer,"OK. Yes, but I also noticed something. I have a some char...",inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_04d9fc24_100183_5431965A1-50
t-3/67,Customer,Hey Susan. I I I moved and I gotta tell you where. you kn...,update customer address,Update Personal Information,Personal Information Update,Banking_d82815bf_100266_4145611A2-2
t-22/67,Customer,Such a frustration and so I know I hate. You know I got y...,check account balance,Check Account Balance,Account Inquiries & Disputes,Banking_d82815bf_100266_4145611A2-21
t-2/40,Customer,"Hi, Joe. I called last week and I wanted to check my chec...",get transaction history/details | inquire about past transactions,Dispute Transaction,Account Inquiries & Disputes,Banking_7f2205f2_100003_2626587-1
t-30/40,Customer,Oh OK. That actually makes sense. so I'll definitely do t...,check account balance,Check Account Balance,Check Account Balance,Banking_7f2205f2_100003_2626587-29
t-2/31,Customer,"Hi, I just recently moved to Kansas City and I'm trying t...",find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_8d6b0b1f_100421_1951334-1
t-26/31,Customer,"OK, I won't be able to do that. I just I just have one mo...",get branch info,Branch Location Request,Financial Transactions and Bank Services,Banking_8d6b0b1f_100421_1951334-25
t-36/61,Customer,I actually am interested in opening a checking account wi...,open bank account,Open New Account,"
Online Banking Setup Requests",Banking_d70b2cfb_100124_834073-35
t-2/50,Customer,hi Rose. My name is Kim and I'm calling for help. I just ...,check account balance,Check Account Balance,Account Inquiries & Disputes,Banking_b9aff1df_100030_834073-1
t-2/68,Customer,This is Jennifer Johnson. I would like to update my phone...,update phone number,Update Personal Information,Personal Information Update,Banking_f25a4875_100284_5193150-1
t-20/68,Customer,"Oh, OK, at least I can get that. I need to check my check...",check account balance,Check Account Balance,Check Account Balance,Banking_f25a4875_100284_5193150-19
t-32/68,Customer,"Yes, what was the last deposit amount?",get transaction history/details | inquire about past transactions,Check Account Balance,Check Account Balance,Banking_f25a4875_100284_5193150-31
t-87/101,Agent,"OK, sir. do you need help with online banking? Is that so...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_1c72b809_100229_5426335-86
t-22/36,Customer,Just go ahead and put it all in the money market account....,check account balance,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_66434b06_100119_1992040-21
t-2/33,Customer,"Hi, I was wondering if you could tell me what my balance is?",check account balance,Check Account Balance,Check Account Balance,Banking_decac5e3_100093_1651294-1
t-12/33,Customer,Actually I need something else. Could you help me make a ...,make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_decac5e3_100093_1651294-11
t-2/100,Customer,Hello. Sorry about that. Yeah. I was wondering about. Wel...,find atm,Find ATM Location,Find ATM Location,Banking_f16bb272_100456_4487984-1
t-47/100,Customer,What is my withdraw limit for the for the days? A two hun...,inquire about limits | perform operations with limits,Money Transfer/Account Access,Financial Transactions and Bank Services,Banking_f16bb272_100456_4487984-46
t-50/100,Customer,OK. OK. Can I raise that?,inquire about limits | perform operations with limits,Update Personal Information,Financial Transactions and Bank Services,Banking_f16bb272_100456_4487984-49
t-2/25,Customer,I'm John Andrews. I'm calling to replace my lost card.,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Account Inquiries & Disputes,Banking_ae2f66fd_100197_5426335-1
t-17/25,Customer,Yeah. Get the card blocked.,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_ae2f66fd_100197_5426335-16
t-20/25,Agent,OK. I'll send it to your address that you registered with...,inquire about card security | report/replace/lock lost/compromised card,Internal Funds Transfer,Wire Transfer Requests,Banking_ae2f66fd_100197_5426335-19
t-2/64,Customer,"Hi Rose, my name is Kim. I am a new customer actually and...",open bank account,Open New Account,"
Online Banking Setup Requests",Banking_908aeaf1_100380_834073-1
t-20/64,Agent,And let's see here. And I'm going to send out your checks...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_908aeaf1_100380_834073-19
t-27/64,Customer,I did want to ask you about some some local branches. hav...,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_908aeaf1_100380_834073-26
t-28/78,Customer,Well I got my account statement and I don't recognize the...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_004995b3_100236_237872-27
t-6/51,Customer,Oh thank you and I need to pick a bank and open a new ban...,open bank account,Money Transfer/Account Access,"
Online Banking Setup Requests",Banking_06f763ec_100428_5564251A1-5
